MAGNITUDE,PLACE,REGISTERED_AT,UPDATED_AT,TZ,URL,DETAIL,FELT,CDI,MMI,ALERT,STATUS,TSUNAMI,SIG,NET,ID,IDS,SOURCES,TYPES,NST,DMIN,RMS,GAP,MAGTYPE,TYPE,TITLE,GEO_TYPE,LATITUDE,LONGITUDE,ALTITUDE,RN
1.9,"58 km S of Whites City, New Mexico",2024-10-14 00:27:24.687 Z,2024-10-14 00:37:04.726 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024ueki,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/tx2024ueki.geojson,,,,,automatic,0,56,tx,2024ueki,",tx2024ueki,",",tx,",",origin,phase-data,",17,0.1,0.3,70,ml,earthquake,"M 1.9 - 58 km S of Whites City, New Mexico",Point,-104.358,31.649,4.0133,2
1.7,"60 km S of Whites City, New Mexico",2024-10-14 06:21:26.090 Z,2024-10-14 06:30:11.819 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024uevz,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/tx2024uevz.geojson,,,,,automatic,0,44,tx,2024uevz,",tx2024uevz,",",tx,",",origin,phase-data,",17,0,0.4,102,ml,earthquake,"M 1.7 - 60 km S of Whites City, New Mexico",Point,-104.451,31.632,4.1121,1
1.7,"60 km S of Whites City, New Mexico",2024-10-14 06:21:26.090 Z,2024-10-14 06:30:11.819 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024uevz,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/tx2024uevz.geojson,,,,,automatic,0,44,tx,2024uevz,",tx2024uevz,",",tx,",",origin,phase-data,",17,0,0.4,102,ml,earthquake,"M 1.7 - 60 km S of Whites City, New Mexico",Point,-104.451,31.632,4.1121,2
1.5,"26 km NW of Toyah, Texas",2024-10-14 09:40:05.851 Z,2024-10-14 09:45:08.835 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024ufcn,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/tx2024ufcn.geojson,,,,,automatic,0,35,tx,2024ufcn,",tx2024ufcn,",",tx,",",origin,phase-data,",14,0,0.5,88,ml,earthquake,"M 1.5 - 26 km NW of Toyah, Texas",Point,-103.954,31.507,4.655,1
1.5,"26 km NW of Toyah, Texas",2024-10-14 09:40:05.851 Z,2024-10-14 09:45:08.835 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024ufcn,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/tx2024ufcn.geojson,,,,,automatic,0,35,tx,2024ufcn,",tx2024ufcn,",",tx,",",origin,phase-data,",14,0,0.5,88,ml,earthquake,"M 1.5 - 26 km NW of Toyah, Texas",Point,-103.954,31.507,4.655,2
1.8,"65 km NNE of Van Horn, Texas",2024-10-14 12:22:21.113 Z,2024-10-14 12:34:44.827 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024ufhx,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/tx2024ufhx.geojson,,,,,automatic,0,50,tx,2024ufhx,",tx2024ufhx,",",tx,",",origin,phase-data,",8,0.1,0.2,163,ml,earthquake,"M 1.8 - 65 km NNE of Van Horn, Texas",Point,-104.552,31.581,3.4436,1
1.8,"40 km W of Mentone, Texas",2024-10-14 17:32:30.936 Z,2024-10-14 17:42:22.271 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024ufsc,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/tx2024ufsc.geojson,,,,,automatic,0,50,tx,2024ufsc,",tx2024ufsc,",",tx,",",origin,phase-data,",20,0,0.4,52,ml,earthquake,"M 1.8 - 40 km W of Mentone, Texas",Point,-104.021,31.641,5.9138,1
1.7,"55 km S of Whites City, New Mexico",2024-10-15 14:13:26.852 Z,2024-10-15 14:27:51.019 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024uhha,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/tx2024uhha.geojson,,,,,automatic,0,44,tx,2024uhha,",tx2024uhha,",",tx,",",origin,phase-data,",16,0,0.3,65,ml,earthquake,"M 1.7 - 55 km S of Whites City, New Mexico",Point,-104.421,31.677,7.2959,1
1.7,"55 km S of Whites City, New Mexico",2024-10-15 14:13:26.852 Z,2024-10-15 14:27:51.019 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024uhha,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/tx2024uhha.geojson,,,,,automatic,0,44,tx,2024uhha,",tx2024uhha,",",tx,",",origin,phase-data,",16,0,0.3,65,ml,earthquake,"M 1.7 - 55 km S of Whites City, New Mexico",Point,-104.421,31.677,7.2959,2
1.9,"62 km S of Whites City, New Mexico",2024-10-15 15:43:08.243 Z,2024-10-15 15:57:46.185 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024uhjz,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/tx2024uhjz.geojson,,,,,automatic,0,56,tx,2024uhjz,",tx2024uhjz,",",tx,",",origin,phase-data,",17,0.1,0.2,87,ml,earthquake,"M 1.9 - 62 km S of Whites City, New Mexico",Point,-104.374,31.608,4.4171,1
0.56,"10 km W of Anza, CA",2024-10-13 22:24:39.360 Z,2024-10-13 22:30:45.740 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953776,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953776.geojson,,,,,automatic,0,5,ci,40953776,",ci40953776,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",16,0.1286,0.13,64,ml,earthquake,"M 0.6 - 10 km W of Anza, CA",Point,-116.7838333,33.5541667,10.86,1
0.56,"10 km W of Anza, CA",2024-10-13 22:24:39.360 Z,2024-10-13 22:30:45.740 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953776,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953776.geojson,,,,,automatic,0,5,ci,40953776,",ci40953776,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",16,0.1286,0.13,64,ml,earthquake,"M 0.6 - 10 km W of Anza, CA",Point,-116.7838333,33.5541667,10.86,2
0.91,"11 km SSW of Borrego Springs, CA",2024-10-13 22:54:22.480 Z,2024-10-13 23:00:16.103 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953784,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953784.geojson,,,,,automatic,0,13,ci,40953784,",ci40953784,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",37,0.1024,0.22,46,ml,earthquake,"M 0.9 - 11 km SSW of Borrego Springs, CA",Point,-116.4111667,33.1656667,12.11,1
0.91,"11 km SSW of Borrego Springs, CA",2024-10-13 22:54:22.480 Z,2024-10-13 23:00:16.103 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953784,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953784.geojson,,,,,automatic,0,13,ci,40953784,",ci40953784,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",37,0.1024,0.22,46,ml,earthquake,"M 0.9 - 11 km SSW of Borrego Springs, CA",Point,-116.4111667,33.1656667,12.11,2
1.47,"5 km SE of Loma Linda, CA",2024-10-14 04:29:45.070 Z,2024-10-14 04:47:04.825 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953840,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953840.geojson,,,,,automatic,0,33,ci,40953840,",ci40953840,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",82,0.08406,0.16,24,ml,earthquake,"M 1.5 - 5 km SE of Loma Linda, CA",Point,-117.2201667,34.0218333,14.9,1
1.47,"5 km SE of Loma Linda, CA",2024-10-14 04:29:45.070 Z,2024-10-14 04:47:04.825 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953840,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953840.geojson,,,,,automatic,0,33,ci,40953840,",ci40953840,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",82,0.08406,0.16,24,ml,earthquake,"M 1.5 - 5 km SE of Loma Linda, CA",Point,-117.2201667,34.0218333,14.9,2
1.04,"12 km E of Borrego Springs, CA",2024-10-14 04:56:11.840 Z,2024-10-14 05:02:32.009 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953848,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953848.geojson,,,,,automatic,0,17,ci,40953848,",ci40953848,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",61,0.07971,0.23,24,ml,earthquake,"M 1.0 - 12 km E of Borrego Springs, CA",Point,-116.246,33.2723333,10.39,1
1.04,"12 km E of Borrego Springs, CA",2024-10-14 04:56:11.840 Z,2024-10-14 05:02:32.009 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953848,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953848.geojson,,,,,automatic,0,17,ci,40953848,",ci40953848,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",61,0.07971,0.23,24,ml,earthquake,"M 1.0 - 12 km E of Borrego Springs, CA",Point,-116.246,33.2723333,10.39,2
0.58,"17 km W of Searles Valley, CA",2024-10-14 04:58:17.430 Z,2024-10-14 05:05:01.023 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953856,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953856.geojson,,,,,automatic,0,5,ci,40953856,",ci40953856,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",23,0.04463,0.14,125,ml,earthquake,"M 0.6 - 17 km W of Searles Valley, CA",Point,-117.593,35.7711667,7.81,1
0.58,"17 km W of Searles Valley, CA",2024-10-14 04:58:17.430 Z,2024-10-14 05:05:01.023 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953856,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953856.geojson,,,,,automatic,0,5,ci,40953856,",ci40953856,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",23,0.04463,0.14,125,ml,earthquake,"M 0.6 - 17 km W of Searles Valley, CA",Point,-117.593,35.7711667,7.81,2
1.01,"16 km S of Joshua Tree, CA",2024-10-14 05:00:50.210 Z,2024-10-14 05:07:19.234 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953864,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953864.geojson,,,,,automatic,0,16,ci,40953864,",ci40953864,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",51,0.08585,0.15,34,ml,earthquake,"M 1.0 - 16 km S of Joshua Tree, CA",Point,-116.3278333,33.9941667,7.93,1
1.01,"16 km S of Joshua Tree, CA",2024-10-14 05:00:50.210 Z,2024-10-14 05:07:19.234 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953864,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953864.geojson,,,,,automatic,0,16,ci,40953864,",ci40953864,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",51,0.08585,0.15,34,ml,earthquake,"M 1.0 - 16 km S of Joshua Tree, CA",Point,-116.3278333,33.9941667,7.93,2
1.46,"3 km NNE of Carson, CA",2024-10-14 05:15:41.080 Z,2024-10-14 05:22:23.334 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953872,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953872.geojson,,,,,automatic,0,33,ci,40953872,",ci40953872,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",33,0.01271,0.25,58,ml,earthquake,"M 1.5 - 3 km NNE of Carson, CA",Point,-118.273,33.8588333,11.91,1
3.21,"79 km WSW of Maneadero, B.C., MX",2024-10-14 05:59:40.540 Z,2024-10-14 06:06:28.589 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953880,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953880.geojson,,,,,automatic,0,159,ci,40953880,",ci40953880,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20,1.158,0.26,325,ml,earthquake,"M 3.2 - 79 km WSW of Maneadero, B.C., MX",Point,-117.2901688,31.3665009,9.56,1
3.21,"79 km WSW of Maneadero, B.C., MX",2024-10-14 05:59:40.540 Z,2024-10-14 06:06:28.589 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953880,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953880.geojson,,,,,automatic,0,159,ci,40953880,",ci40953880,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20,1.158,0.26,325,ml,earthquake,"M 3.2 - 79 km WSW of Maneadero, B.C., MX",Point,-117.2901688,31.3665009,9.56,2
1.25,"20 km E of Little Lake, CA",2024-10-14 06:52:43.440 Z,2024-10-14 06:58:33.839 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953896,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953896.geojson,,,,,automatic,0,24,ci,40953896,",ci40953896,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",28,0.02692,0.14,61,ml,earthquake,"M 1.3 - 20 km E of Little Lake, CA",Point,-117.6821667,35.9401667,4.98,1
1.25,"20 km E of Little Lake, CA",2024-10-14 06:52:43.440 Z,2024-10-14 06:58:33.839 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953896,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953896.geojson,,,,,automatic,0,24,ci,40953896,",ci40953896,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",28,0.02692,0.14,61,ml,earthquake,"M 1.3 - 20 km E of Little Lake, CA",Point,-117.6821667,35.9401667,4.98,2
1.03,"10 km SSE of Big Bear Lake, CA",2024-10-14 07:02:52.430 Z,2024-10-14 07:09:10.388 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953904,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953904.geojson,,,,,automatic,0,16,ci,40953904,",ci40953904,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",59,0.08141,0.14,65,ml,earthquake,"M 1.0 - 10 km SSE of Big Bear Lake, CA",Point,-116.8756667,34.158,5.9,1
1.03,"10 km SSE of Big Bear Lake, CA",2024-10-14 07:02:52.430 Z,2024-10-14 07:09:10.388 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953904,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953904.geojson,,,,,automatic,0,16,ci,40953904,",ci40953904,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",59,0.08141,0.14,65,ml,earthquake,"M 1.0 - 10 km SSE of Big Bear Lake, CA",Point,-116.8756667,34.158,5.9,2
0.45,"21 km ESE of Little Lake, CA",2024-10-14 07:16:58.640 Z,2024-10-14 07:22:31.669 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953912,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953912.geojson,,,,,automatic,0,3,ci,40953912,",ci40953912,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22,0.07462,0.11,44,ml,earthquake,"M 0.5 - 21 km ESE of Little Lake, CA",Point,-117.6825,35.8778333,9.22,1
0.81,"14 km WSW of Searles Valley, CA",2024-10-14 07:29:26.340 Z,2024-10-14 07:35:23.025 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953920,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953920.geojson,,,,,automatic,0,10,ci,40953920,",ci40953920,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",27,0.1067,0.14,68,ml,earthquake,"M 0.8 - 14 km WSW of Searles Valley, CA",Point,-117.5448333,35.7178333,4.93,1
0.81,"14 km WSW of Searles Valley, CA",2024-10-14 07:29:26.340 Z,2024-10-14 07:35:23.025 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953920,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953920.geojson,,,,,automatic,0,10,ci,40953920,",ci40953920,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",27,0.1067,0.14,68,ml,earthquake,"M 0.8 - 14 km WSW of Searles Valley, CA",Point,-117.5448333,35.7178333,4.93,2
0.74,"13 km N of Borrego Springs, CA",2024-10-14 08:45:01.720 Z,2024-10-14 08:53:39.601 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953928,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953928.geojson,,,,,automatic,0,8,ci,40953928,",ci40953928,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",50,0.04496,0.2,54,ml,earthquake,"M 0.7 - 13 km N of Borrego Springs, CA",Point,-116.3835,33.3696667,11.8,1
0.47,"20 km ESE of Anza, CA",2024-10-14 09:17:56.100 Z,2024-10-14 09:23:57.793 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953936,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953936.geojson,,,,,automatic,0,3,ci,40953936,",ci40953936,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",29,0.08765,0.14,66,ml,earthquake,"M 0.5 - 20 km ESE of Anza, CA",Point,-116.4708333,33.4855,11.36,1
1.03,"14 km NNE of Indio, CA",2024-10-14 10:07:14.090 Z,2024-10-14 10:18:01.000 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953944,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953944.geojson,,,,,automatic,0,16,ci,40953944,",ci40953944,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",54,0.05633,0.15,63,ml,earthquake,"M 1.0 - 14 km NNE of Indio, CA",Point,-116.1853333,33.8445,7.44,1
1.03,"14 km NNE of Indio, CA",2024-10-14 10:07:14.090 Z,2024-10-14 10:20:21.660 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953944,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953944.geojson,1,2,,,automatic,0,17,ci,40953944,",ci40953944,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",54,0.05633,0.15,63,ml,earthquake,"M 1.0 - 14 km NNE of Indio, CA",Point,-116.1853333,33.8445,7.44,2
1.52,"8 km W of Pine Mountain Club, CA",2024-10-14 10:44:07.270 Z,2024-10-14 10:46:43.618 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953952,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953952.geojson,,,,,automatic,0,36,ci,40953952,",ci40953952,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",16,0.01169,0.13,88,ml,earthquake,"M 1.5 - 8 km W of Pine Mountain Club, CA",Point,-119.2391663,34.848835,10.44,1
1.24,"8 km W of Pine Mountain Club, CA",2024-10-14 10:44:07.430 Z,2024-10-14 10:50:24.474 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953952,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953952.geojson,,,,,automatic,0,24,ci,40953952,",ci40953952,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",35,0.01308,0.24,57,ml,earthquake,"M 1.2 - 8 km W of Pine Mountain Club, CA",Point,-119.2408333,34.8475,9.7,1
1.08,"11 km NNE of Lake View Terrace, CA",2024-10-14 11:04:34.080 Z,2024-10-14 11:11:39.413 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953960,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953960.geojson,,,,,automatic,0,18,ci,40953960,",ci40953960,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",41,0.03241,0.16,54,ml,earthquake,"M 1.1 - 11 km NNE of Lake View Terrace, CA",Point,-118.3075,34.3586667,6.52,1
1.08,"11 km NNE of Lake View Terrace, CA",2024-10-14 11:04:34.080 Z,2024-10-14 11:11:39.413 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953960,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953960.geojson,,,,,automatic,0,18,ci,40953960,",ci40953960,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",41,0.03241,0.16,54,ml,earthquake,"M 1.1 - 11 km NNE of Lake View Terrace, CA",Point,-118.3075,34.3586667,6.52,2
1.12,"12 km NE of Ocotillo Wells, CA",2024-10-14 11:07:15.270 Z,2024-10-14 11:14:10.424 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953968,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953968.geojson,,,,,automatic,0,19,ci,40953968,",ci40953968,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",55,0.07789,0.23,57,ml,earthquake,"M 1.1 - 12 km NE of Ocotillo Wells, CA",Point,-116.0513333,33.2246667,3.03,1
1.12,"12 km NE of Ocotillo Wells, CA",2024-10-14 11:07:15.270 Z,2024-10-14 11:14:10.424 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953968,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953968.geojson,,,,,automatic,0,19,ci,40953968,",ci40953968,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",55,0.07789,0.23,57,ml,earthquake,"M 1.1 - 12 km NE of Ocotillo Wells, CA",Point,-116.0513333,33.2246667,3.03,2
1.1,"3 km SW of Lytle Creek, CA",2024-10-14 11:14:07.270 Z,2024-10-14 11:16:22.764 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953976,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953976.geojson,,,,,automatic,0,19,ci,40953976,",ci40953976,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14,0.03349,0.14,85,ml,earthquake,"M 1.1 - 3 km SW of Lytle Creek, CA",Point,-117.5221634,34.2401657,2.42,1
0.97,"3 km SW of Lytle Creek, CA",2024-10-14 11:14:07.290 Z,2024-10-14 11:20:26.909 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40953976,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40953976.geojson,,,,,automatic,0,14,ci,40953976,",ci40953976,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",42,0.03732,0.2,30,ml,earthquake,"M 1.0 - 3 km SW of Lytle Creek, CA",Point,-117.5258333,34.244,2.4,1
0.65,"23 km ESE of Anza, CA",2024-10-14 11:31:00.180 Z,2024-10-14 11:37:04.306 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40954000,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40954000.geojson,,,,,automatic,0,6,ci,40954000,",ci40954000,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",36,0.1055,0.13,75,ml,earthquake,"M 0.7 - 23 km ESE of Anza, CA",Point,-116.4416667,33.4826667,12.33,1
0.65,"23 km ESE of Anza, CA",2024-10-14 11:31:00.180 Z,2024-10-14 11:37:04.306 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40954000,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40954000.geojson,,,,,automatic,0,6,ci,40954000,",ci40954000,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",36,0.1055,0.13,75,ml,earthquake,"M 0.7 - 23 km ESE of Anza, CA",Point,-116.4416667,33.4826667,12.33,2
0.76,"10 km SW of Anza, CA",2024-10-14 13:23:27.100 Z,2024-10-14 13:34:41.638 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40954024,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40954024.geojson,,,,,automatic,0,9,ci,40954024,",ci40954024,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",37,0.05486,0.15,35,ml,earthquake,"M 0.8 - 10 km SW of Anza, CA",Point,-116.746,33.4861667,8.89,1
1.3,"9 km W of Tecate, B.C., MX",2024-10-14 13:46:17.960 Z,2024-10-14 13:52:35.433 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40954040,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40954040.geojson,,,,,automatic,0,26,ci,40954040,",ci40954040,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",30,0.1285,0.17,86,ml,earthquake,"M 1.3 - 9 km W of Tecate, B.C., MX",Point,-116.7331667,32.562,17.94,1
1.3,"9 km W of Tecate, B.C., MX",2024-10-14 13:46:17.960 Z,2024-10-14 13:52:35.433 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40954040,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40954040.geojson,,,,,automatic,0,26,ci,40954040,",ci40954040,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",30,0.1285,0.17,86,ml,earthquake,"M 1.3 - 9 km W of Tecate, B.C., MX",Point,-116.7331667,32.562,17.94,2
1.78,"22 km ESE of Bodfish, CA",2024-10-14 14:39:59.520 Z,2024-10-14 14:54:42.552 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40954064,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40954064.geojson,1,0,,,automatic,0,49,ci,40954064,",ci40954064,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",45,0.1307,0.13,34,ml,earthquake,"M 1.8 - 22 km ESE of Bodfish, CA",Point,-118.289,35.4878333,2.6,1
1.78,"22 km ESE of Bodfish, CA",2024-10-14 14:39:59.520 Z,2024-10-14 14:54:42.552 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40954064,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40954064.geojson,1,0,,,automatic,0,49,ci,40954064,",ci40954064,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",45,0.1307,0.13,34,ml,earthquake,"M 1.8 - 22 km ESE of Bodfish, CA",Point,-118.289,35.4878333,2.6,2
1.51,"4 km N of Fontana, CA",2024-10-15 13:06:45.260 Z,2024-10-15 13:17:35.620 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40954496,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40954496.geojson,,,,,automatic,0,35,ci,40954496,",ci40954496,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",72,0.03575,0.21,40,ml,earthquake,"M 1.5 - 4 km N of Fontana, CA",Point,-117.4566667,34.1321667,5.71,1
0.77,"14 km SW of Searles Valley, CA",2024-10-15 13:18:35.810 Z,2024-10-15 13:22:05.472 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40954512,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40954512.geojson,,,,,automatic,0,9,ci,40954512,",ci40954512,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15,0.08721,0.14,118,ml,earthquake,"M 0.8 - 14 km SW of Searles Valley, CA",Point,-117.5254974,35.6923332,5.2,1
0.77,"14 km SW of Searles Valley, CA",2024-10-15 13:18:35.810 Z,2024-10-15 13:22:05.472 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40954512,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40954512.geojson,,,,,automatic,0,9,ci,40954512,",ci40954512,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15,0.08721,0.14,118,ml,earthquake,"M 0.8 - 14 km SW of Searles Valley, CA",Point,-117.5254974,35.6923332,5.2,2
